company_name,website,country,employee_count,industry,travel_category,page_title,b2c_score,b2c_reasoning,source_file,line_number
Stoke by Nayland Resort,https://stokebynayland.com,United Kingdom,130,Unknown,,"Stoke by Nayland Resort | Hotel, Golf & Spa Retreat in Suffolk",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80592
Insider Experience,https://insiderexperiencedmc.com,United States,17,Unknown,,Insider Experience - Destination Management Company USA,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80597
Hotel Schloss Leopoldskron,https://schloss-leopoldskron.com,Austria,20,Unknown,,Hotel und Eventlocation Schloss Leopoldskron in Salzburg,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80637
The Shackman Group,https://shackmanny.com,United States,17,Unknown,,The Shackman Group | Destination Management & Special Events,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80745
"RENESON HOTELS, INC.",https://renesonhotels.com,United States,23,Unknown,,Reneson Hotels | Northern California Hotel Owner & Developer,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80747
Club Seacret,https://clubseacret.com,United States,21,Unknown,,Club Viágo – Let's Go! | Travel Deals & Lifestyle Benefits,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80793
Travel Matters | B Corp,https://travelmatters.co.uk,United Kingdom,14,Unknown,,Travel Matters - Bespoke Travel & Holidays around the World. ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80807
My Path Unwinding Travel,https://mypathunwinding.com,United States,13,Unknown,,My Path Unwinding Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80810
Elliott Beach Rentals,https://elliottjobs.com,United States,69,Unknown,,Join the team at Elliott Realty,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80816
Snoozebox,https://snoozebox.com,United Kingdom,29,Unknown,,Home - Snoozebox,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80836
Blue Cube Travel Ltd,https://bluecubetravel.co.uk,United Kingdom,57,Unknown,,blue cube travel management | travel management company,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80844
Ffestiniog & Welsh Highland Railways,https://festrail.co.uk,United Kingdom,67,Unknown,,Home Page - Ffestiniog & Welsh Highland Railways,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80866
Vrancor Group,https://vrancor.com,Canada,62,Unknown,,Vrancor Group – Award-Winning Property Developer,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,80947
Jarvis Estate Winery,https://jarviswines.com,United States,37,Unknown,,Welcome - Jarvis Estate,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81112
Divan International,https://divanintl.org,United States,11,Unknown,,divan international - HOME,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81151
Pride of Britain Hotels,https://pobhotels.com,United Kingdom,14,Unknown,,Luxury Hotels UK | PoB Hotels,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81168
VKB Management LLC,https://vkbmanagement.com,United States,22,Unknown,,Home | VKB Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81169
Indo Asia Tours - your trusted DMC for the Indian Subcontinent since 1987!,https://indoasia-tours.com,United States,77,Unknown,,Luxury Travel India | Bespoke Tours | India Journeys,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81192
Kimidar Tours,https://kimidartours.com,United Kingdom,48,Unknown,,Home - Kimidar Tours,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81194
Moonlight Basin,https://moonlightbasin.com,United States,99,Unknown,,"Moonlight Basin in Big Sky, MT - Community, Lodge, Real Estate, Golf",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81208
H&S Travel & Tours,https://2mycountry.com,United States,28,Unknown,,"Cheap Flight Tickets, Compare Cheap Flights & Airfares - 2mycountry",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81229
depalma hotels & resorts,https://depalmahotels.com,United States,42,Unknown,,DePalma Hotels and Resorts | Hotel Management | Texas,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81235
VISIT BENTONVILLE,https://visitbentonville.com,United States,27,Unknown,,Visit Bentonville | Your Travel Guide to Bentonville AR,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81239
Gale Hotels,https://galehotels.com,United States,34,Unknown,,"Experience Luxury at Gale Hotels, Miami | Gateway to Comfort",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81286
"Spirit Hospitality, LLC",https://spirithospitality.net,United States,20,Unknown,,Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81317
Cypress Inn,https://cypress-inn.com,United States,15,Unknown,,Carmel Hotel | Cypress Inn - Carmel by the Sea | Lodging in Carmel California,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81339
kamla hotels,https://kamlahotels.com,United States,68,Unknown,,Hotel Management Company | Kamla Hotels | United States,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81418
MetroRide,https://metroride.in,United States,17,Unknown,,"
    MetroRide - Metro Shuttle Service| Access Transportation|Access Comfort
  ",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81512
"Hidden Doorways, A KAA Travel Collection",https://hiddendoorwaystravel.com,United Kingdom,22,Unknown,,"
    Hidden Doorways Travel Collection - Luxury Travel Representation | Hidden Doorways  ",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81516
Sun Travel.,https://suntvl.com,United States,53,Unknown,,"Corporate Travel | El Paso, TX | Sun Travel",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81531
"Fairbrook Hotels, LLC",https://fairbrookhotels.com,United States,16,Unknown,,Fairbrook Hotels | Hotel Development & Management Chantilly Virginia,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81562
Potawatomi Carter Casino Hotel,https://cartercasino.com,United States,24,Unknown,,"Potawatomi Casino Hotel Carter | Gaming, Entertainment, Lodging, & Dining",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81610
Skytech,https://skytechinc.com,United States,120,Unknown,,"Skytech, Inc. - Aircraft Sales & Management in Maryland",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81688
Luminary,https://luminarytravel.com,United States,29,Unknown,,Luminary Travel - Bespoke Luxury Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81708
Julius Meinl Living,https://juliusmeinlliving.com,United Kingdom,14,Unknown,,Julius Meinl Living  |  Welcome to Julius Meinl Living,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81963
HCW,https://hcwdevelopment.com,United States,160,Unknown,,HCW Development | Welcome,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81971
Silverwing Travel & Concierge,https://silverwingtravel.com,United States,26,Unknown,,Silverwing Travel & Concierge | Luxury Accommodations & Commercial Flights,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81984
Visit Oxnard,https://visitoxnard.com,United States,12,Unknown,,"Visit Oxnard - Oxnard Hotels, Things To Do and Events",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,81996
"Naturalist Journeys, LLC",https://naturalistjourneys.com,United States,19,Unknown,,Birding Tours - Travel & Bird Watching Tours | Naturalist Journeys,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82001
Ultimate Driving Tours,https://ultimatedrivingtours.com,Australia,24,Unknown,,HunterMoss (formerly Ultimate Driving Tours),Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82045
Global Crew Logistics,https://ctc2.com,United States,71,Unknown,,CTC2,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82056
Larco Hospitality,https://larcohospitality.com,Canada,61,Unknown,,Home - Larco Hospitality,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82059
Washington Duke Inn & Golf Club,https://washingtondukeinn.com,United States,170,Unknown,,Luxury Hotel in Durham | Washington Duke Inn & Golf Club,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82153
APG USA,https://apg-ga.us,United States,20,Unknown,,APG USA - Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82174
ArtsAbroad Limited,https://artsabroad.co.uk,United Kingdom,11,Unknown,,Home - ArtsAbroad,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82292
Excel Hotel Group,https://excelhotelgroup.com,United States,97,Unknown,,Excel Hotel Group | Hotel management company - ,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82452
Fort Wood Hotels by Ehrhardt Properties,https://fortwoodhotels.com,United States,21,Unknown,,Fort Leonard Wood Hotels | Fort Leonard Wood Lodging,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82576
crucon cruise outlet,https://crucon.com,United States,49,Unknown,,Vacation.com | The Vacation Group,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82621
Vilu Travel Designers,https://vilutravel.com,United States,12,Unknown,,Home - Vilu Travel Designers,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82691
Hacienda el Sueño,https://dreamhomemarbella.nl,United States,12,Unknown,,Hacienda el sueño : Een zonnige investering aan de Costa del Sol,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82725
Miami Vacation Rentals,https://miamivacationrentals.com,United States,18,Unknown,,Miami vacation rentals: Home,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82728
Puerta Cortés,https://puertacortes.com,Mexico,80,Unknown,,Home - Puerta Cortés,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82740
Viajare,https://viajare.com.mx,Mexico,68,Unknown,,Viajare,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82773
Puget Sound Hospitality,https://pugetsoundhospitality.com,United States,16,Unknown,,Home | Pugetsound,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82886
Greenwood Communities and Resorts,https://greenwoodcr.com,United States,33,Unknown,,"Greenwood Communities and Resorts in Hilton Head, South Carolina",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82907
Cobblestone Hotels,https://cobblestonefranchising.com,United States,320,Unknown,,Cobblestone Franchising – Paving The Way to Hotel Ownership,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,82997
"CIG Capital, LLC",https://cigcap.com,United States,22,Unknown,,"CIG Companies | Energy, Manufacturing, and Real Estate",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83011
River Cottage,https://rivercottage.net,United Kingdom,75,Unknown,,River Cottage: Award-Winning Organic Cookery Course & Dining,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83018
LeBLANC + SMITH,https://leblancandsmith.com,United States,20,Unknown,,LeBlanc + Smith,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83023
"Avenue Two Travel, a Luxury Travel Agency",https://avenuetwotravel.com,United States,47,Unknown,,Home | Avenue Two Travel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83037
Leisure Accommodation Collective,https://lacollective.co,Australia,37,Unknown,,LA Co: Leisure Accommodation Collective,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83040
The Living Project,https://thelivingproject.life,United Kingdom,11,Unknown,,The Living Project. Inspiring life through adventure!,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83163
Base Hospitality Group,https://basehospitalitygroup.com,United States,33,Unknown,,BASE HOSPITALITY,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83168
Crown Hotel & Travel Management,https://crownhoteltm.com,United States,48,Unknown,,Crown Hotel & Travel Management,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83174
Chinook Winds Casino Resort,https://chinookwindscasino.com,United States,350,Unknown,,Chinook Winds Casino Resort - Lincoln City OR,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83311
Dream Come True Vacations LLC,https://dreamcometruevacations.com,United States,23,Unknown,,Dream Come True Vacations - Luxury & Family Travel Advisors,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83356
EpicXperiences,https://epicxperiences.com,United States,50,Unknown,,EpicXperiences,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83373
xenia hotels & resorts,https://xeniareit.com,United States,46,Unknown,,Xenia Hotels & Resorts | Investing in Luxury and Upscale Hotels Across Premier U.S. Markets,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83380
Shashi Hospitality Group,https://shashigroup.com,United States,57,Unknown,,"Shashi Group - Hospitality, Leader, Innovation",Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83390
Keolis Canada,https://keolis.ca,United States,220,Unknown,,Kéolis Canada,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83589
FibraHotel,https://fibrahotel.com,Mexico,33,Unknown,,FibraHotel,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83741
Atelier of The Incentives,https://atelierincentives.com,United States,11,Unknown,,Dmc | Atelier of The Incentives,Unknown,No reasoning provided,results_batch_propellic-comprehensive-run.jsonl,83745
